DMU,Month,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Authors,Topics,Asent_Sentiment,Textblob_Sentiment,Textblob_Subjectivity,Engagement,Total_Reach,Organic_Reach,Paid_Reach,Viral_Reach,Engaged_Users,Engaged_Page_Fans,Other_Engaged_Users,Fan_Reach,Consumptions,Link_Clicks,Photo_Views,Video_Plays,Other_Clicks,Total_Engagement,Likes,Comments,Shares,Total_Impressions,Organic_Impressions,Paid_Impressions,Viral_Impressions,Stories,Story_Likes,Story_Comments,Story_Shares
3933,6,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,lindsay wise,nation-world,638,1166,500,4,16352,13008,0,3224,573,483,90,12928,434,205,0,0,178,246,223,7,16,27073,21869,0,5204,268,243,8,17
3934,6,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,larry stone,sports,428,1000,0,3,6736,6488,0,272,174,168,6,6384,157,51,0,0,76,62,54,7,1,12090,11650,0,440,64,55,8,1
3936,6,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,john hartl,entertainment,1000,1250,375,5,27600,20896,0,6760,1033,730,303,20848,686,319,0,0,296,587,496,31,60,44722,33862,0,10860,672,556,56,60
3937,6,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,sara jean green,crime,125,1000,733,5,21792,21504,0,357,977,947,30,21400,1134,790,0,0,289,30,25,3,2,37621,37114,0,507,32,27,3,2
3939,6,0,0,0,0,0,1000,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,providence cicero,life,1000,875,508,1,5196,5140,0,65,62,61,1,4982,50,32,0,0,15,17,15,0,2,8740,8627,0,113,17,15,0,2
3940,6,0,0,0,0,0,1807,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tan vinh,life,1807,1233,600,4,21448,16680,0,4774,644,519,125,16592,561,306,0,0,206,248,182,8,58,34750,26624,0,8126,297,204,34,59
3941,6,0,0,0,0,0,1108,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,caitlin moran,education-lab,1108,1266,800,3,25888,19904,0,5610,620,463,157,19920,337,150,1,0,143,396,352,5,39,42644,33622,0,9022,436,389,10,37
3943,6,0,0,0,0,0,872,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,todd shields,business,872,1250,500,3,19960,17568,0,2427,399,354,45,17448,532,77,0,0,305,134,31,71,32,34564,30587,0,3977,163,36,94,33
3944,6,0,0,0,0,0,726,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jennifer sullivan,crime,726,966,0,3,11488,11268,0,248,321,311,10,11116,365,174,0,0,167,14,10,3,1,18975,18597,0,378,18,12,5,1
3945,6,0,0,0,0,0,281,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,josh liebeskind,sports,281,1000,500,5,33824,24432,0,8944,1450,832,618,24432,1754,890,0,0,678,102,61,17,24,58982,41106,0,17876,179,103,50,26
3946,6,0,0,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,brian j. cantwell,life,1626,1637,850,6,145984,39296,41344,66080,7604,3044,4560,41344,7581,6080,0,0,892,1339,728,26,585,237177,71703,41495,123979,2103,1312,135,656
3947,6,0,0,0,0,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,tan vinh,life,1726,1000,100,4,20080,18320,0,1850,727,621,106,18256,788,566,0,0,160,53,46,3,4,34064,30559,0,3505,66,56,6,4
3948,6,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,"ryan divish, jayson jenks",sports,1125,900,400,3,16192,15808,0,411,385,377,8,15688,467,122,0,0,250,53,34,19,0,27525,26933,0,592,55,34,21,0
3949,6,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,percy allen,sports,1375,1012,62,3,6140,4532,0,1550,145,107,38,4744,102,35,0,0,50,58,50,2,6,10501,7744,0,2757,77,69,4,4
3950,6,0,0,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,seattle times staff,entertainment,1401,1164,675,1,2753,2737,0,16,32,32,0,2613,29,16,0,0,11,9,8,0,1,4272,4252,0,20,9,8,0,1
3951,6,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,christine clarridge,crime,1000,900,100,2,15704,14960,0,720,212,206,6,14776,243,145,0,0,60,33,23,2,8,28679,27106,0,1573,39,25,5,9
3952,6,0,0,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,hugo martin,life,1421,1350,650,2,9732,8696,0,1063,184,168,16,8468,153,86,0,0,44,75,64,6,5,18338,16237,0,2101,82,68,9,5
3953,6,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,seattle times staff,entertainment,1113,1000,1000,1,4978,4906,0,82,59,58,1,4688,52,29,0,0,15,16,16,0,0,9172,9042,0,130,17,17,0,0
3954,6,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,danny westneat,seattle-news,1000,1045,393,4,5902,5222,0,710,159,113,46,5312,245,67,0,0,97,3,3,0,0,10112,8662,0,1450,54,17,31,6
3955,6,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,"dan evans, mike lowry",opinion,1000,1000,0,2,6136,5872,0,300,92,80,12,5684,75,30,0,0,36,36,27,2,7,11285,10792,0,493,40,31,2,7
3957,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,jennifer sullivan,seattle-news,1000,1000,1000,5,54272,33376,0,20952,1901,1383,518,33744,2249,798,0,0,953,439,158,60,221,92799,56325,0,36474,667,253,195,219
3958,6,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,sanjay bhatt,business,414,944,444,4,14144,12696,0,1439,421,375,46,12528,491,220,0,0,210,47,23,9,15,24770,22525,0,2245,67,26,25,16
3959,6,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,soren andersen,entertainment,1312,1400,375,4,11160,11064,0,120,416,413,3,10960,458,277,0,0,155,27,23,2,2,20052,19883,0,169,27,23,2,2
3960,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,0,malcolm ritter,nation-world,1000,1128,484,3,15360,13304,0,2085,351,317,34,13176,407,65,0,0,232,105,54,37,14,27467,23711,0,3756,132,67,51,14
3961,6,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,0,0,"bobbe j. bridge, vanessa torres hernandez",opinion,1815,1387,575,2,8416,7700,0,675,179,164,15,7612,124,32,0,0,68,91,76,3,12,14823,13716,0,1107,101,80,9,12
3962,6,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,julia horowitz,nation-world,1077,1500,500,9,75456,25632,0,48864,4114,1210,2904,25632,4698,955,3,0,1909,1946,1678,129,139,118676,43895,0,74781,2709,1922,649,138
3963,6,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,moira macdonald,entertainment,1350,1000,0,3,9932,9920,0,35,226,219,7,9816,245,139,0,0,78,25,20,4,1,18284,18213,0,71,34,27,6,1
3964,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,sean quinton,sports,1000,1350,550,5,38656,24592,0,14248,1777,1276,501,24512,1481,1108,0,0,243,616,552,8,56,63747,42008,0,21739,651,583,11,57
3965,6,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,tre’vell anderson,life,1229,1600,600,2,3348,3120,0,248,59,50,9,3042,46,22,0,0,17,29,24,2,3,5500,5091,0,409,32,26,3,3
3966,6,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,geoff baker,sports,1077,1000,0,5,25216,15984,0,9368,938,708,230,16640,975,289,1,0,448,358,274,49,35,45182,28726,0,16456,449,322,90,37
3967,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,alison ladman,life,1000,500,1000,3,10092,9028,0,1102,257,226,31,8960,190,98,0,0,67,138,107,4,27,17716,15998,0,1718,149,114,8,27
3968,6,0,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,ryan divish,sports,1101,1233,266,1,9940,9724,0,245,105,102,3,9628,52,26,0,0,24,62,59,1,2,17902,17508,0,394,62,60,1,1
3969,6,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,jennifer sullivan,crime,923,1800,750,10,59680,45248,0,14712,4454,3332,1122,45376,5849,3258,0,0,1682,272,134,36,102,107456,81657,0,25799,344,171,102,71
3970,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,scott mayerowitz,life,1000,1000,0,2,12540,11564,0,1018,248,207,41,11488,273,97,0,0,134,48,25,17,6,22279,20637,0,1642,61,26,29,6
3971,6,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,claudia rowe,education-lab,329,875,375,7,21792,19000,0,2804,886,788,98,18976,1340,377,0,0,550,139,60,55,24,38550,34198,0,4352,233,63,144,26
3972,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,the associated press,seattle-news,1000,1450,450,4,13168,11056,0,1895,394,346,48,11016,374,106,1,0,202,137,96,13,28,23106,19919,0,3187,166,108,28,30
3973,6,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,molly hennessy-fiske,nation-world,598,1208,416,7,32416,24752,0,7380,1348,948,400,24720,2054,369,0,0,966,263,83,163,17,53887,42420,0,11467,481,105,356,20
3974,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,brier dudley,opinion,1000,1130,238,2,4632,4572,0,48,50,49,1,4502,69,26,0,0,17,12,9,1,2,8218,8145,0,73,13,9,2,2
3975,6,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,mike lindblom,transportation,1318,1000,1000,7,49824,30080,3024,17392,2269,1348,921,30304,2858,792,2,0,1384,497,225,160,112,85302,51788,3349,30165,735,270,349,116
3976,6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,walker orenstein,seattle-news,1000,1000,0,4,52944,29392,0,23200,1836,1181,655,29760,1570,744,0,0,580,694,560,23,111,88853,47298,0,41555,812,648,54,110
3977,6,0,0,264,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lewis kamb,politics,264,1125,475,7,45072,30848,192,13520,2128,1526,602,31376,2850,873,1,0,1135,445,260,87,98,75323,52677,211,22435,734,323,312,99
3978,6,0,0,1180,0,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matt pentz,sports,1180,1287,506,1,15520,15176,0,344,191,179,12,15080,194,104,0,0,68,34,32,1,1,28346,27812,0,534,36,34,1,1
3979,6,0,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,julia horowitz,nation-world,1000,1000,350,5,37904,24512,735,12532,1409,824,585,24368,1384,292,0,0,742,585,519,34,32,60179,41243,735,18201,704,560,111,33
3980,6,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jason axelrod,business,1000,1000,0,1,11544,11436,0,105,81,79,2,11280,75,24,0,0,39,26,22,2,2,21504,21351,0,153,26,22,2,2
3981,6,0,0,608,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bob condotta,sports,608,1000,100,3,40432,20688,17312,2554,1213,489,724,20528,1258,883,0,0,265,139,108,18,13,58043,34393,19303,4347,167,125,30,12
3982,6,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,seattle times staff,crime,846,1000,0,7,25160,19376,0,6064,1183,961,222,19464,1509,482,0,0,661,189,100,28,61,45261,33780,0,11481,281,139,83,59
3983,6,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,steve miletich,seattle-news,894,1211,495,5,23336,21968,0,1351,817,749,68,21992,1051,448,0,0,416,62,44,13,5,40702,38580,0,2122,74,48,21,5
3984,6,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,0,0,rick bentley,entertainment,1229,1318,727,2,12044,11724,0,278,121,118,3,11616,144,76,0,0,28,40,22,14,4,22194,21764,0,430,46,23,19,4
3985,6,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,elizabeth karmel,life,1059,400,950,3,10120,9144,0,938,206,178,28,9064,167,85,0,0,57,103,67,1,35,18174,16525,0,1649,113,75,3,35
3986,6,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,the seattle times editorial board,opinion,1000,1000,525,1,5244,5148,0,104,55,53,2,4992,53,22,0,0,24,17,9,3,5,9761,9580,0,181,20,9,6,5
3987,6,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,scott mayerowitz,life,523,600,600,4,22504,21976,0,600,805,782,23,21872,886,695,0,0,129,31,21,4,6,40110,39153,0,957,34,23,5,6
3988,6,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,rob owen,entertainment,1273,1550,950,6,42128,26848,0,15720,1911,978,933,27088,1914,689,1,0,933,484,405,17,62,71149,45534,0,25615,721,608,53,60
3990,6,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,"mike carter, eric lactis",seattle-news,363,1000,0,6,101184,38912,23296,39888,5112,2018,3094,39776,5662,3348,0,0,1506,720,321,44,355,165763,63789,26050,75924,1191,554,302,335
3991,6,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,geoff baker,sports,1077,1000,0,7,142912,37312,24896,78976,8112,2680,5432,37632,7313,3712,0,0,2654,2641,2143,301,197,226434,66709,31056,128669,3303,2487,615,201
3992,6,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,ken moritsugu,nation-world,1000,1000,0,4,27536,20112,0,7672,771,592,179,20048,604,236,0,0,257,404,310,32,62,47486,34474,0,13012,464,349,53,62
3993,6,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,seattle times staff,entertainment,1599,1850,1000,3,6300,5676,0,612,168,158,10,5568,94,72,0,0,16,95,83,0,12,10677,9569,0,1108,99,87,0,12
3994,6,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,marley jay,life,1700,1300,0,5,15192,13920,0,1560,631,563,68,13816,746,308,0,0,327,66,38,22,6,26863,24356,0,2507,84,43,35,6
3995,6,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,tim fought,seattle-news,1000,1000,50,2,14848,13968,0,800,273,255,18,13832,258,83,0,0,137,79,61,6,12,26030,24664,0,1366,103,68,23,12
3996,6,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,claudia rowe,education-lab,1000,1100,200,4,20208,16400,0,3884,692,524,168,16472,769,437,0,0,239,142,105,8,29,35607,29010,0,6597,179,136,15,28
3997,6,0,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,lynn thompson,seattle-news,1877,1050,200,2,7212,6160,0,1146,144,99,45,6088,115,55,0,0,44,44,38,0,6,13548,11371,0,2177,65,57,2,6
3999,6,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,erik lacitis,seattle-news,523,1000,66,10,109792,41824,50848,18608,8452,2656,5796,41920,10840,7024,0,0,1992,191,128,45,18,162284,72681,58079,31524,527,235,255,37
4001,6,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,the seattle times editorial board,opinion,1136,1000,0,3,8940,7716,0,1155,198,164,34,7600,217,50,0,0,94,82,56,13,13,15509,13531,0,1978,135,68,55,12
4002,6,0,1670,0,0,0,0,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matt o'brien,business,1670,1375,944,4,14936,13224,0,1530,479,437,42,13096,594,226,0,0,261,89,41,28,20,26205,23506,0,2699,112,49,42,21
4003,6,0,1000,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ken lambert,seattle-news,1000,1000,0,3,18304,16584,0,1673,545,483,62,16472,570,437,0,0,77,52,39,1,12,32618,29579,0,3039,77,57,8,12
4005,6,0,1401,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tre’vell anderson,life,1401,906,300,2,9480,8904,0,510,189,178,11,8672,161,74,0,0,62,71,58,3,10,16859,16000,0,859,75,62,3,10
4006,6,0,1000,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauran neergaard,health,1000,1000,500,2,16480,15896,0,662,290,255,35,15472,278,178,0,0,67,56,37,3,16,30459,29356,0,1103,61,39,6,16
4007,6,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,jon talton,business,904,1000,0,2,5614,5546,0,68,64,63,1,5290,67,25,0,0,26,19,15,1,3,10507,10400,0,107,25,15,7,3
4008,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,owen r. smith,entertainment,1000,1000,66,8,20632,18480,0,2202,1138,1028,110,18264,1395,364,0,0,738,190,160,17,13,35465,32150,0,3315,207,169,24,14
4010,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,the associated press,nation-world,1000,1041,258,4,35840,28464,0,7472,1235,1016,219,28224,983,502,0,0,293,655,568,29,58,61647,49482,0,12165,717,601,57,59
4012,6,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,doug knoop,life,1430,1500,1000,5,56512,32864,0,23928,2366,1713,653,32960,2151,1512,1,0,411,703,477,16,210,98718,57276,68,41374,932,653,67,212
4013,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,seattle times staff,seattle-news,1000,966,300,6,41840,27792,0,13952,1619,1014,605,27904,1721,506,0,0,725,642,362,49,231,72548,47276,0,25272,886,549,122,215
4014,6,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,coral garnick,crime,182,500,1000,8,58336,41824,0,16872,3726,2670,1056,41824,4642,2366,0,0,1452,345,205,68,72,100743,72907,0,27836,623,298,249,76
4015,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,0,larry stone,sports,1000,1666,666,3,18272,15200,0,3084,545,434,111,15080,456,347,0,0,72,154,140,0,14,32622,27747,0,4875,169,152,3,14
4016,6,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,ed murray,opinion,726,1125,375,4,18800,17112,0,1899,530,442,88,16960,576,109,0,0,304,149,121,20,8,34630,31624,0,3006,238,131,99,8
4017,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,valerie easton,pacific-nw-magazine,1000,1000,0,5,29136,24608,0,4348,1105,959,146,24544,1129,732,0,0,225,300,259,4,37,48778,42008,0,6770,326,278,9,39
4018,6,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,carrie dennett,life,704,1000,0,2,5614,5530,0,93,82,79,3,5418,68,40,0,0,22,28,25,0,3,10513,10351,0,162,28,25,0,3
4019,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,joseph o’sullivan,politics,1000,975,450,5,28944,23248,0,6012,1104,883,221,23168,1062,639,0,0,285,316,258,10,48,49042,39516,0,9526,375,298,27,50
4020,6,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,jack broom,seattle-news,681,1000,1000,6,33776,26624,0,7240,1474,1098,376,26656,1526,629,0,0,492,489,452,20,17,56962,45593,0,11369,691,552,122,17
4021,6,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,george erb,business,1670,1000,0,5,19976,19368,0,695,789,748,41,19280,971,542,0,0,314,45,32,8,5,35374,34219,0,1155,51,36,10,5
4023,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,will drabold,seattle-news,1000,1100,1000,9,69760,54144,0,16336,5474,4288,1186,54528,6320,4584,0,0,1186,298,179,28,91,124973,96914,0,28059,368,211,68,89
4024,6,1025,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bob condotta,sports,1025,400,900,5,19976,17424,878,1774,697,601,96,17304,810,227,0,0,436,132,61,58,13,35195,31635,878,2682,186,66,107,13
4025,6,1318,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rukmini callimachi,nation-world,1318,983,500,4,27280,26032,0,1644,808,755,53,25968,1015,588,0,0,304,43,20,3,20,49041,46010,0,3031,52,24,8,20
4026,6,523,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"emily masters, bruce smith",nation-world,523,1000,0,6,31120,24992,0,6364,1299,990,309,24912,1465,260,0,0,681,536,455,64,17,54600,45458,0,9142,699,480,201,18
4027,6,1000,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greg gilbert,photo-video,1000,1166,166,3,7204,6764,0,456,177,168,9,6632,129,56,0,0,48,107,89,2,16,13044,12322,0,722,111,93,2,16
4028,6,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valerie easton,pacific-nw-magazine,1000,1000,0,4,19712,15856,0,3684,685,570,115,15872,445,233,0,0,150,348,307,7,34,33709,27768,0,5941,410,363,11,36
4029,6,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,andy perdue,pacific-nw-magazine,1571,1800,1000,4,23152,17368,0,5812,762,570,192,17336,630,309,0,0,229,311,223,18,70,41352,31112,0,10240,425,303,52,70
4030,6,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,michael upchurch,entertainment,1250,1000,0,3,10572,10256,0,357,228,219,9,10132,237,155,0,0,49,40,37,0,3,19653,19094,0,559,41,37,1,3
4031,6,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,matt pentz,sports,1000,1250,500,4,18128,17064,0,944,599,566,33,16960,667,385,0,0,207,67,61,3,3,31968,30526,0,1442,79,69,7,3
4032,6,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,coral garnick,business,1000,1000,0,5,32560,29680,0,2649,1448,1343,105,29584,1705,1189,0,0,381,83,64,5,14,56703,52260,0,4443,91,69,8,14
4033,6,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,nicole tsong,pacific-nw-magazine,1000,1000,900,4,12504,11620,0,917,415,375,40,11496,427,200,0,0,163,105,92,8,5,22072,20691,0,1381,117,94,18,5
4035,6,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,sami edge,education,1000,1233,533,5,37824,22560,0,15400,1492,912,580,22720,865,390,1,0,348,894,736,13,145,64300,38922,0,25378,1153,953,52,148
4036,6,0,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,seattle sketcher gabriel campanario,seattle-news,1469,1400,400,3,9500,8648,0,820,223,195,28,8532,159,74,0,0,53,124,108,6,10,17283,16003,0,1280,135,114,11,10
